label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	1749 kg	-0.065	ice hockey	dog, rat	-204	0.6421	-0.1593	-1.5061	323 mph	0.2113	52	2.3674	-420	1995
3	797 kg	1.2868	track & field	chicken, cat	796	1.4421	0.2617	-1.0099	850 mph	-1.0692	1471	0.8807	756	588
1	1154 kg	-1.4514	running	hamster	-231	0.8891	0.3471	-0.5029	-286 mph	-0.0047	1946	-0.3831	1553	-125
3	932 kg	-0.977	track & field	ferret	-543	-0.0004	1.8361	1.3826	-225 mph	1.7412		0.5866	-1136	983
0	-134 kg	1.2267	VOLLEYBALL	fish, guinea pig	-965	0.303	-0.1143	-0.9483	2881 mph	0.7232	-514	0.1759	-966	1134
3	1618 kg	-0.0526	motor sports	ferret	26	0.5981	0.9919	1.4644	160 mph	-0.8132	1008	0.1666	1252	-789
3	459 kg	2.67	motor sports	chicken, cat	-548	-0.3698	0.1265	1.2203	1793 mph	0.4876	427	1.6776	156	606
0	-578 kg	-1.0053	football	fish	299	-0.1357	0.8702	0.841	228 mph	1.1851	-139	-0.447	2144	-1071
2	906 kg	0.4952	boxing	reptile	1217	0.2582	1.5885	1.4653	-139 mph	0.1779	375	-0.5023	765	1077
1	565 kg	-0.2958	volleyball	hamster	1923	-0.193	0.7666	0.707	-9 mph	0.5191	194	1.0824	469	2336
1	-648 kg	-0.1664	ICE HOCKEY	hamster	-612	0.107	0.1232	0.086	218 mph	-0.7256	-272	-0.2371	183	2135
1	689 kg	0.3421	basketball	rabbit	-61	1.4059	-0.2774	0.0307	-425 mph	-0.5666	2007	2.23	1227	-643
2	601 kg	-1.4861	boxing	reptile, pig, dog	1727	1.8762	1.3302	1.1095	-184 mph	0.8072	-301	1.0678	541	-827
3	585 kg	1.3	motor sports	ferret, chicken	-55	0.2528	1.8224	0.0447	1123 mph	-0.0782	1865	0.0976	627	184
2	1863 kg	0.4397	baseball	rat, pig, reptile	457	0.4586	0.9073	0.5345	-202 mph	0.3911	1508	0.3649	1595	35
2	1341 kg	0.3382	boxing	reptile	2154	0.4669	1.5792	-1.4974	368 mph	1.4601	2422	1.7756	-575	-1046
1	-707 kg	-0.484	soccer	rabbit	1315	1.8382	0.4936	0.3849	-52 mph	0.0266	444	0.9226	466	-934
0	-683 kg	0.4808	badminton	fish	431	1.9066	-0.1449	-0.0243	20 mph	0.5748	-143	0.0064	-456	-501
2	144 kg	0.7888	tennis	n/a	1181	-0.5453	0.1667	1.7135	-219 mph	1.8856	1700	0.6929	-497	-486
0	-535 kg	2.1994	volleyball	guinea pig	356	0.7915	-0.757	-0.403	2522 mph	1.2746	718	-0.587	-544	571
2	1253 kg	2.03	boxing	pig	155	1.3883	0.9022	1.448	1581 mph	0.7135	456	1.9251	25	1572
2	714 kg	0.5494	baseball	dog	405	0.2264	0.0991	1.1134	-195 mph	1.1878	-1223	0.5066	-737	1371
2	883 kg	-0.1043	tennis	reptile, pig	688	-0.2047	0.5013	0.0751	-568 mph	1.34	219	-0.1795	805	48
0	198 kg	1.3211	NULL	fish, bird	746	0.3806	1.3684	0.0849	866 mph	0.1868	2580	1.3443	718	1102
0	169 kg	0.8521	badminton	fish	-221	1.7264	1.1085	0.7207	1014 mph	-0.139	1267	0.0761	-366	1233
1	886 kg	NULL	basketball	hamster	-1194	-0.2472	0.2372	-1.3575	-492 mph	0.5487	365	-0.0522	-270	136
1	-216 kg	-0.1713	soccer	hamster	163	0.618	0.0418	1.7776	516 mph	0.1158	-1114	-0.1684	-241	157
1	-465 kg	0.1218	running	rabbit	781	0.6492	0.2305	1.7281	931 mph	-0.603	NULL	1.6256	1109	373
2	1697 kg	0.2968	boxing	pig, dog, rat	1576	0.265	0.5696	1.8295	85 mph	1.6708	-126	-1.1479	-633	374
0	-704 kg	0.4925	football	guinea pig, bird	-1161	-0.368	1.2005	1.831	172 mph	0.5083	740	0.8545	71	-1019
3	1076 kg	0.9007	motor sports	chicken, ferret	1287	-0.2897	-0.4414	0.9037	2096 mph	-0.7212	-1958	0.7077	874	275
2	717 kg	0.0411	baseball	pig	1982	0.1746	0.8641	1.3168	-244 mph	-0.1453	-570	-0.0128	1130	-827
2	945 kg	1.3437	baseball	pig, reptile, rat	994	0.9562	0.965	1.2886	-430 mph	1.2971	-398	0.8065	573	863
3	1389 kg	-1.0842	track & field	chicken, cat	717	0.7574	1.7079	0.4768	-148 mph	-0.6113	262	0.6827	167	753
3	381 kg	0.5535	track & field	chicken, ferret	519	-0.02	0.5238	0.6492	912 mph	0.0409	2510	1.4388	-984	429
3	1120 kg	1.4746	track & field	ferret	1333	0.2915	0.1214	-1.1871	-492 mph	0.83	588	0.7449	442	-338
1	-226 kg	-1.0443	golf	hamster	-587	0.795	-0.1654	0.6948	-179 mph	-0.0378	1422	1.499	736	46
1	-492 kg	-0.8302	running	hamster	346	0.2012	1.1153	-0.4908	18 mph	0.5888	-772	0.0602	1188	-109
1	-419 kg	0.5813	BASKETBALL	hamster	484	-0.1862	NULL	0.2587	655 mph	-0.1927	417	1.0853	64	603
1	-689 kg	-0.2146	golf	hamster	-204	0.3651	1.0658	0.6515	113 mph	1.1513	2	-1.8491	644	-1272
1	-151 kg	0.2027	running	hamster	-1420	0.336	-0.3614	0.0519	-422 mph	1.0925	1316	0.414	1693	-1681
1	-826 kg	1.5189	running	rabbit	1268	-0.2498	0.1665	1.1455	-24 mph	0.8689	-454	0.896	197	420
2	-184 kg	-1.7603	boxing	dog, pig, reptile	-252	0.5177	0.3178	-0.2524	-517 mph	2.1421	-2497	0.5182	-60	-520
1	-409 kg	0.8238	basketball	rabbit	-399	0.1526	1.5827	-0.9394	-1713 mph	0.608	1232	-0.4291	2276	-463
0	-513 kg	0.3016	badminton	fish, bird	1656	-0.1291	0.2801	-2.7074	663 mph	1.3922	-15	0.2347	-371	-191
0	995 kg	0.9053	badminton	guinea pig, bird	212	1.4669	-0.1884	1.0971	1896 mph	2.6457	-1042	1.2856	-593	1670
2	1727 kg	1.8856	ice hockey	rat, pig	1278	0.0866	0.7055	1.8689	591 mph	0.1628	-817	1.3701	1925	-116
2	837 kg	-0.7884	tennis	pig	1674	0.6423	0.913		-1307 mph	1.2341	204	0.4802	305	78
0	-1243 kg	1.8256	football	fish	677	1.0951	0.839	0.004	956 mph	2.5414	-547	0.7922	690	1146
3	105 kg	0.6483	motor sports	ferret, cat	-818	-0.0809	0.6939	-0.1469	421 mph	0.2096	-669	1.0729	-232	566
3	2274 kg	-0.2861	motor sports	cat, ferret	965	0.4905	1.1263	-0.1385	1562 mph	0.452	776	1.2177	922	699
3	1967 kg	0.7864	track & field	chicken, ferret	1370	-0.527	0.5568	1.2169	146 mph	2.4896	1364	-0.0275	556	-1101
0	792 kg	2.1032	football	bird, guinea pig	1646	1.1667	0.33	0.2748	1088 mph	1.2426	60	1.021	1783	885
3	774 kg	1.2921	motor sports	cat, chicken	1054	0.4002	0.8729	-0.8946	139 mph	1.3897	76	0.6612	501	-1174
2	931 kg	2.7952	baseball	reptile, pig	699	0.2497	0.8205	1.567	-211 mph	-0.0864	1524	1.4262	506	-265
1	427 kg	0.6458	basketball	rabbit		-0.3423	0.9307	1.7833	104 mph	-0.2661	-311	0.1048	248	-686
0	-18 kg	0.6367	badminton	bird	-361	-0.1092	0.8134	-0.5943	739 mph	1.1186	328	-0.2586	-578	174
1	59 kg	1.1836	golf	rabbit	-671	0.0252	1.4664	-2.684	1763 mph	-0.465	933	0.5875	1051	5
2	222 kg	-0.1699	tennis	dog, rat	93	0.7917	None	0.8901	1053 mph	0.7802	-63	0.6113	1493	-237
2	1893 kg	1.0009	tennis	pig, rat	545	1.1272	0.9822	0.2767	-311 mph	-1.9507	586	0.4379	-771	121
3	982 kg	1.3171	motor sports	ferret	987	0.5079	-0.211	-0.1828	700 mph	-0.0589	1637	0.4953	-1407	1797
0	-465 kg	-0.1118	football	guinea pig, fish	961	-0.204	0.5646	-0.0922	1188 mph	0.0666	1104	1.1104	-74	2035
3	1734 kg	1.1625	track & field	ferret	1513	1.4586	1.9324	1.539	1843 mph	-0.553	-739	-0.4173	-940	926
2	53 kg	-0.9795	boxing	reptile, rat, pig	1074	-0.2074	1.4864	-1.914	373 mph	0.8948	2145	-0.0231	1161	-461
3	1184 kg	1.6332	track & field	cat, chicken	928	1.4774	0.0339	0.6509	826 mph	0.2064	1162	0.6259	-554	-618
2	650 kg	0.1764	tennis	reptile, dog, rat	520	0.5555	1.7584	0.539	884 mph	-0.0857	568	2.3947	-782	530
1	-7 kg	-0.1832	soccer	hamster	-8	1.8764	2.2585	-1.0246	569 mph	-0.726	NULL	0.952	1393	1199
0	1422 kg	-1.2204	football	guinea pig, fish	1587	0.7363	1.1454	0.3557	1126 mph	1.6446	-595	-0.2759	163	512
1	37 kg	0.7914	basketball	hamster	-96	1.0498	0.9957	-0.1375	-318 mph	0.686	755	0.9178	619	-414
0	-211 kg	-1.7069	volleyball	guinea pig	-44	-0.4645	1.5312	0.1117	1649 mph	-0.2797	-77	-0.6337	-604	-707
0	-498 kg	3.0977	badminton	bird, guinea pig	-164	0.4834	1.0565	-0.2226	None	1.4689	496	1.3352	1455	-671
2	-88 kg	0.8724	ice hockey	dog	895	0.4296	0.8525	2.1423	-827 mph	0.8139	-1916	-0.641	1441	1421
3	686 kg	0.1911	track & field	chicken, ferret	-7	1.312	0.2218	0.4685	-96 mph	-0.7854	1049	1.4799	-380	-77
3	690 kg	0.9629	motor sports	cat, ferret	637	0.3675	0.0908	0.8965	1732 mph	1.4194	808	0.4689	697	333
2	2795 kg	0.8689	baseball	dog, rat	-846	-0.6641	-0.7263	0.9219	-234 mph	1.7875	-930	1.1263	939	190
3	2544 kg	0.2049	TRACK & FIELD	ferret, chicken	-60	0.8803	-1.025	0.6272	776 mph	-0.5947	529	0.4465	382	539
0	283 kg	1.7141	badminton	guinea pig	-4	0.2063	0.1487	1.2664	1048 mph	1.1639	-611	1.7873	-237	1875
0	-216 kg	1.6975	volleyball	fish, guinea pig	-233	1.3781	0.7222	2.0503	2073 mph	0.3226	-543	0.5671	948	305
0	567 kg	-0.2096	football	pig, reptile	1086	0.7642	0.3352	0.3719	1347 mph	0.6964	739	-1.1598	67	-702
2	1561 kg	-2.2348	tennis	dog	-272	0.0855	0.6509	-0.7225	-480 mph	1.2789	2606	0.4469	0	517
2	260 kg	2.1627	ice hockey	reptile, dog	538	2.3058	-1.3323	0.0593	1833 mph	2.0216	2189	0.2823	1308	229
2	222 kg	-0.4259	motor sports	pig	1332	-0.2659	1.1152	2.0963	557 mph	2.5604	-1569	-0.1046	642	400
3	906 kg	0.685	track & field	ferret	1137	2.476	-0.7376	-0.6612	2011 mph	-0.198	-417	0.5702	454	1225
1	380 kg	0.6883	golf	rabbit	-422	0.3088	0.9581	-0.2452	1159 mph	2.0819	1589	-0.8458	-69	2166
3	2106 kg	0.2155	track & field	cat	-17	-0.4521	0.0207	0.2197	1006 mph	None	-1067	0.0403	-1082	-348
2	1876 kg	2.7349	baseball	rat, reptile, pig	161	0.4827	0.7903	0.877	-778 mph	0.273	-915	-0.4677	593	-1432
2	987 kg	-0.5413	boxing	chicken	2185	0.7878	1.0741	-0.6705	-328 mph	1.9778	1224	0.479	1773	167
3	843 kg	1.6783	track & field	FERRET, CHICKEN	658	0.2599	-0.0838	1.0256	964 mph	0.6882	885	N/A	-292	616
1	577 kg	1.5347	basketball	rabbit	-382	1.1708	0.3671	1.4921	-159 mph	0.5796	-508	0.2954	1444	520
2	1007 kg	-0.1546	ice hockey	rat, dog, reptile	684	2.411	0.7128	0.5851	45 mph	-1.6382	413	1.5405	66	-1217
1	-352 kg	-0.3896	badminton	rabbit	-55	-0.2741	0.4933	2.6689	-1407 mph	0.2139	-1243	-0.3255	-773	-680
3	-148 kg	0.0026	motor sports	chicken, cat	679	-0.064	0.9017	-0.3044	1062 mph	0.464	957	1.2126	-191	-462
2	2088 kg	1.1361	baseball	reptile	697	0.8025	-0.1958	-2.1087	54 mph	1.1667	-484	-0.1934	666	1493
1	-267 kg	-0.8697	soccer	hamster	-1279	0.9717	1.2364	-1.5547	207 mph	0.3441	1405	1.8834	-2296	1065
2	685 kg	2.7679	boxing	rat	2316	1.0278	0.5448	1.1189	-563 mph	0.5127	-39	1.0957	558	782
1	135 kg	-1.3783	golf	hamster	1394	0.477	1.0962	0.7594	339 mph	0.9899	1680	0.2619	1201	2310
1	781 kg	-0.2045	running	hamster	1401	0.5877	0.7424	0.966	-484 mph	?	397	0.5717	928	-443
2	1010 kg	0.1935	tennis	reptile, rat	173	1.0708	0.2602	0.6395	-744 mph	-0.3716	-1139	0.6799	2534	341
2	1753 kg	0.6727	boxing	pig, rat, reptile	-810	1.0713	1.4796	-0.1569	-749 mph	0.5223	-395	-0.2279	-1498	73
3	1325 kg	2.0582	motor sports	chicken	991	-0.5966	-0.3936	2.1609	444 mph	0.9686	339	1.2721	1298	795
2	954 kg	-0.0938	boxing	rat, reptile, dog	1413	0.6357	0.5304	-0.22	-133 mph	0.9653	-40	0.7469	2113	2128
2	-220 kg	0.9096	baseball	pig	-355	0.7663	0.4182	-0.3126	-225 mph	-0.4594	1147	0.7158	-8	1227
0	-1077 kg	0.9877	football	bird, guinea pig	-474	-0.2379	0.2293	-1.4614	2072 mph	-0.0856	-612	2.7412	303	1731
1	-19 kg	-0.7206	soccer	Hamster	1587	-0.5958	1.4565	-0.6845	66 mph	0.7289	775	0.7417	612	307
3	820 kg	3.1909	motor sports	cat	-331	1.2611	0.7891	0.007	900 mph	0.5368	-491	0.06	-950	424
0	-506 kg	-0.1975	volleyball	bird	1028	0.3955	0.2145	0.3661	2431 mph	0.8852	78	0.6742	190	852
2	2312 kg	0.3507	ice hockey	pig, rat	-221	-0.0285	1.1613	0.8891	237 mph	0.4438	-1991	-0.3445	2103	1763
1	640 kg	-0.3579	soccer	hamster	-613	-0.2143	1.9005	1.199	-664 mph	-0.4103	1722	-0.4981	1341	15
0	-1617 kg	-0.3042	Volleyball	bird, fish	342	0.5229	?	-0.8884	536 mph	0.4002	2115	-0.2585	-1821	1295
1	130 kg	0.7033	basketball	rabbit	317	1.4474	1.6551	0.8496	-1517 mph	1.5349	3061	-0.978	-200	1459
0	-494 kg	0.4031	track & field	bird	-113	-0.9536	-0.5172	0.8696	-183 mph	0.5232	-274	0.7265	1715	-729
3	934 kg	-0.2652	motor sports	cat	-389	1.6891	0.2869	0.6179	1035 mph	0.4987	-501	0.205	-1307	1951
3	1193 kg	2.1825	motor sports	CAT	130	0.8345	0.3262	1.2411	1297 mph	-0.8252	-427	0.9884	-1014	1150
3	1378 kg	-0.6316	motor sports	cat	1582	1.5558	0.5207	0.3776	742 mph	0.5025	-707	0.2103	804	-221
3	1342 kg	2.5769	track & field	chicken, cat	592	-0.5244	0.3773	0.6544	1352 mph	1.626	-2316	1.5363	1486	1591
0	-1059 kg	1.0541	VOLLEYBALL	Bird, Guinea Pig	-240	0.2021	0.402	-0.4647	31 mph	0.4288	149	0.4418	1808	2112
3	-132 kg	-0.1076	track & field	ferret, cat	2095	1.3134	-0.0487	1.4506	853 mph	0.0681	230	2.0269	-42	821
1	-109 kg	1.2327	golf	rabbit	207	0.2586	0.7331	-0.6554	-619 mph	-0.8669	-207	-1.0054	2694	953
3	2095 kg	-0.0484	motor sports	ferret	1050	0.2685	0.4508	1.3065	-977 mph	0.6458	-892	0.2372	-1718	-1238
3	-71 kg	-0.3252	track & field	cat, chicken	2318	0.5389	0.5959	0.2083	1585 mph	-0.1113	1032	1.6415	300	277
0	379 kg	-1.1073	badminton	fish	-253	1.047	2.3833	-0.4109	1752 mph	1.304	346	-0.1887	580	298
3	54 kg	1.7618	track & field	Ferret, Chicken	-822	0.175	-0.3013	-0.3487	-341 mph	0.1711	342	?	1051	1775
3	210 kg	0.013	motor sports	ferret, chicken	1263	0.563	0.3198	1.3411	1223 mph	0.727	-67	1.4268	734	-1064
3	1826 kg	-0.1361	motor sports	cat	345	-0.6691	0.1857	1.6824	33 mph	0.1398	81	0.1583	-649	1413
3	1801 kg	0.7261	motor sports	ferret	1879	1.7331	-0.4203	0.0355		0.4498	872	0.6381	241	657
0	-287 kg	0.029	football	bird, guinea pig	1103	1.2087	0.5238	-0.1566	1671 mph	1.2771	-787	N/A	763	-372
3	653 kg	-0.3335	track & field	cat	1198	0.9349	1.5496	-0.8045	1531 mph	0.0334	553	1.0072	1118	2613
3	1647 kg	0.7108	motor sports	cat	1300	0.9117	-0.0019	-0.0996	-228 mph	-0.6878	377	-1.0503	1127	535
3	680 kg	-0.4079	track & field	cat	1230	-1.0703	-0.3247	1.2623	-940 mph	0.2662	2054	-1.3203	-315	-118
0	-182 kg	-0.3965	volleyball	fish, guinea pig	815	2.1372	-0.0192	0.2135	1140 mph	0.3315	-1883	-0.1574	973	-1012
1	-243 kg	-0.3602	running	hamster	1196	1.1001	-0.0394	-0.1823	717 mph	0.9892	879	0.711	190	140
3	135 kg	-0.9775	track & field	cat	1358	1.4298	-0.0272	1.0161	135 mph	2.4795	861	0.8861	1003	1487
3	1761 kg	0.4175	track & field	ferret	1679	0.7027	0.797	0.6169	-392 mph	1.1467	1710	1.3387	2149	-664
0	-114 kg	1.2633	volleyball	fish, bird	-1404	-0.393	0.2851	2.0176	73 mph	2.3229	1022	0.8089	1694	1856
2	1629 kg	-0.8207	ice hockey	pig, dog, reptile	71	0.5897	0.0529	-0.1643	489 mph	0.3469	-2367	-0.7981	1020	-194
2	835 kg	-0.0783	ice hockey	rat, reptile, pig	1393	0.8799	0.7712	0.9511	-288 mph	1.1708	969	0.0123	349	1503
1	135 kg	0.0579	golf	rabbit	1084	-0.0884	0.1537	1.0609	1174 mph	0.1647	1056	0.3921	NULL	73
1	309 kg	-0.1696	basketball	rabbit	-186	1.6152	-0.1147	0.6822	-742 mph	-0.653	928	0.2478	1191	1479
1	572 kg	-0.6612	golf	hamster	856	0.8641	1.8567	1.3517	-853 mph	-1.0419	1904	0.0771	1193	610
1	113 kg	0.9665	soccer	hamster	299	0.9572	2.1423	-0.9783	105 mph	1.4698	-331	-0.2998	1145	446
3	480 kg	-0.1827	track & field	chicken, cat	469	0.2519	1.3673	-0.1283	-129 mph	0.8131	-1206	-0.1529	-4	151
2	1219 kg	1.0083	tennis	dog, reptile, pig	-891	1.8658	0.7326	1.4049	993 mph	-1.4896	809	1.3426	-104	2157
3	908 kg	-0.3045	motor sports	cat	1380	1.2953	-0.383	1.1306	373 mph	0.4239	-120	2.216	-1403	-458
3	1337 kg	-0.8155	track & field	cat	240	0.478	0.1564	0.7518	587 mph	-0.8597	2383		126	1777
3	1359 kg	-0.4878	track & field	cat, chicken	1314	1.7065	0.5774	0.4736	644 mph	0.8467	-118	0.4814	732	1294
1	140 kg	1.3552	basketball	rabbit	208	1.3535	-0.1748	0.4654	-95 mph	0.8576	1530	0.7118	732	341
3	1673 kg	0.7015	motor sports	chicken, ferret	-67	1.6782	0.0728	0.0939	1312 mph	0.2223	569	0.6933	247	-450
2	826 kg	-0.3651	baseball	dog	1708	1.5299	0.2664	0.8471	51 mph	0.9378	-809	-1.4014	1443	239
3	1293 kg	0.5245	track & field	chicken	1224	1.4549	0.4017	0.9366	-850 mph	-0.6605	398	-0.0162	193	415
1	203 kg	-0.2495	basketball	hamster	363	1.0771	0.3718	1.1159	575 mph	-1.2842	-301	1.415	-576	317
2	-758 kg	1.4126	tennis	dog	323	1.2673	1.4263	1.997	-342 mph	2.4077	712	0.9642	36	1128
3	587 kg	-1.2723	track & field	ferret	474	1.3461	0.9032	-1.5887	470 mph	1.6186	1830	-0.2212	262	408
2	850 kg	1.4425	ice hockey	rat, pig	-300	0.3288	0.2576	0.0276	-136 mph	2.4228	-335	2.2237	-320	-349
0	302 kg	0.9197	volleyball	guinea pig	282	N/A	0.2515	0.2228	1010 mph	-0.3658	-152	0.0131	1038	52
1	93 kg	1.3837	soccer	rabbit	-1419	-0.4121	1.16	0.7943	658 mph	0.6651	1465	-0.0069	-435	-703
0	-512 kg	0.7435	football	guinea pig	1861	-0.2756	1.8181	0.7468	-255 mph	-0.7334	NULL	1.0593	1006	1241
0	392 kg	2.9793	volleyball	bird	-977	0.204	1.5183	1.3215	2630 mph	1.2102	1711	2.2051	172	-684
1	289 kg	0.7183	basketball	rabbit	534	0.9999	2.0359	-1.6779	-883 mph	-0.2862	284	1.8884	192	743
2	475 kg	-0.9503	baseball	dog, rat, reptile	-1058	1.5404	-1.2147	1.3043	1037 mph	0.4154	833	-1.1648	684	852
2	1039 kg	-0.9523	boxing	pig	641	1.9465	-0.6135	1.6327	349 mph	-0.4063	988	0.3192	680	-1093
1	66 kg	2.4614	golf	hamster	-338	0.4598	0.7177	0.5806	1077 mph	-0.4525	1992	2.0167	942	1498
2	1033 kg	-0.7231	boxing	dog	1089	0.6841	-0.1506	2.4906	383 mph	0.1035	360	0.794	-286	-590
3	981 kg	-1.8948	motor sports	ferret	296	0.4795	0.573	0.0493	732 mph	1.0205	1024	1.7642	-303	-688
1	1323 kg	0.1325	basketball	hamster	-411	0.3805	-0.6559	0.2872	515 mph	0.7034	571	-0.3017	1110	-63
0	-673 kg	0.4776	golf	bird, fish	-903	-0.3594	0.2437	-1.0026	1242 mph	1.2914	1139	1.5735	-562	3064
2	1096 kg	0.4636	tennis	reptile, dog	548	1.0799	-0.3058	1.3171	-642 mph	1.1668	-1257	2.4492	410	-142
1	1619 kg	-0.1802	basketball	hamster	-384	0.4534	0.2317	0.2806	460 mph	-0.6039	488	-0.0847	587	1285
1	634 kg	1.1084	soccer	hamster	510	0.9504	0.0595	2.6791	1128 mph	-0.2694	887	-0.3325	857	-1396
0	33 kg	2.1455	football	bird	-1436	-0.2715	0.0438	-1.7164	289 mph	-0.5319	617	0.2289	-639	1339
0	645 kg	0.6141	football	bird	-751	-0.0775	0.9373	0.0124	2149 mph	0.1347	91	0.4156	1331	679
2	902 kg	0.761	ice hockey	rat, reptile, pig	437	-0.3413	1.0734	0.6342	2001 mph	1.4252	1316	0.0193	571	125
1	536 kg	-1.0623	golf	HAMSTER	-337		2.0542	-0.5489	-210 mph	0.4849	-906	0.4619	-439	238
1	-517 kg	0.6722	soccer	rabbit	-656	1.1192	1.4881	0.6775	-1096 mph	1.3463	1538	1.0837	-350	1371
3	633 kg	0.9925	motor sports	ferret	407	0.7739	0.53	0.8172	140 mph	1.3483	820	-0.2489	763	-485
1	773 kg	-0.1071	soccer	rabbit	-219	1.2896	0.4535	0.6435	496 mph	1.2924	1112	-0.5287	-250	-176
1	28 kg	1.646	running	rabbit	-1634	-0.6442	0.3777	-0.8244	-271 mph	0.4839	283	-0.4192	29	-348
1	470 kg	-1.1212	golf	hamster	-827	1.012	-0.6286	0.689	-668 mph	1.0843	-694	0.1412	48	274
0	1474 kg	0.7645	football	fish, bird	-34	0.1341	0.7747	1.3823	-471 mph	0.3431	1479	0.3559	1432	165
0	960 kg	0.5363	badminton	bird, guinea pig	776	0.5524	0.6597	0.0231	454 mph	1.6863	1876	1.4007	968	1880
1	-1421 kg	-0.0204	soccer	hamster	1033	0.7005	1.9895	0.6976	-567 mph	-0.7375	-506	0.4598	140	1342
2	1077 kg	0.8479	baseball	reptile, rat, pig	356	1.1591	-0.8714	1.2939	243 mph	1.0537	720	-0.8708	1598	-477
1	36 kg	0.5638	soccer	rabbit	843	-0.2012	0.0056	1.6336	1062 mph	0.3484	2871	0.3468	765	-502
3	503 kg	-1.1412	motor sports	ferret, cat	642	0.5366	1.3269	-0.6717	-856 mph	-1.0174	806	0.488	955	-26
1	-702 kg	-0.1049	soccer	rabbit	340	-0.0612	1.2378	-0.0322	-511 mph	-0.1781	869	1.5891	-1020	-898
0	505 kg	-0.2	football	hamster	1867	0.9883	0.8344	0.8092	45 mph	1.3285	652	1.3579	721	1913
1	-324 kg	-0.5595	golf	hamster	819	2.0741	-0.2949	-1.3252	252 mph	1.1846	986	0.967	819	889
3	226 kg	0.461	motor sports	cat	1560	None	1.7426	-0.8561	159 mph	-0.4916	2839	-0.2831	-77	1284
3	1083 kg	-0.0039	motor sports	dog, reptile, pig	891	0.6878	-0.1015	0.1432	-346 mph	0.038	1636	-0.2846	3146	201
0	-759 kg	-0.4889	volleyball	bird, guinea pig	547	1.0223	-0.0729	1.3578	1544 mph	1.3613	-237	0.2594	-560	1474
1	1203 kg	0.5693	running	hamster	1142	1.5437	0.3206	1.5946	573 mph	1.5627	1034	NULL	-36	860
2	1026 kg	0.9372	ice hockey	pig, dog	368	1.1951	1.6505	-0.143	-1516 mph	1.5844	416	1.5525	1571	1124
1	190 kg	2.022	golf	hamster	-330	2.2014	-0.5203	-0.6071	-595 mph	-1.4539	1928	-0.77	970	1406
1	-24 kg	-0.0713	running	hamster	-1195	1.5957	1.0644	0.2771	1004 mph	-1.1433	783	0.333	1645	49
3	367 kg	1.2037	motor sports	cat, ferret	263	-0.1465	-0.2717	0.7245	-396 mph	0.8138	218	-0.3978	1261	1351
0	-610 kg	0.4287	volleyball	guinea pig	1106	1.2108	-0.052	-1.8894	1235 mph	0.2618	36	0.2945	473	1608
1	-178 kg	-0.3721	soccer	hamster	-901	0.0133	-0.2116	-0.4047	267 mph	0.908	601	0.1946	1471	103
0	955 kg	0.5059	football	guinea pig, bird	-729	0.8618	-1.3004	-0.2343	585 mph	2.8002	1403	-0.3285	975	1566
2	2316 kg	-0.0924	tennis	rat	1912	1.1666	0.4394	-0.4565	-400 mph	0.7368	-1253	-0.3974	829	420
1	-1017 kg	2.3914	golf	Hamster	1097	0.5674	0.2991	-1.245	-109 mph	-2.0963	-865	-0.3498	1503	696
2	409 kg	1.6511	boxing	pig	1136	0.3355	1.3549	1.1461	397 mph	0.0925	1144	0.3405	592	1142
3	168 kg	0.6632	track & field	cat	784	1.0185	0.7829	0.5339	738 mph	-0.6058	-904	-0.0223	1688	204
3	864 kg	0.863	motor sports	ferret, cat	128	-0.2856	1.0754	-0.4324	699 mph	0.4569	133	2.4446	1268	1454
1	1207 kg	-1.1555	running	rabbit	1638	-0.625	1.2363	1.8319	-71 mph	0.4962	1999	-0.4458	1085	1080
0	-997 kg	-0.3235	football	fish	1143	1.9967	1.1814	-1.2414	1448 mph	1.1556	832	0.6008	862	2620
3	1337 kg	0.8721	motor sports	cat, ferret	-94	0.2674	1.9239	-0.3154	2033 mph	0.9329	204	1.5014	477	22
0	-243 kg	-0.6069	football	guinea pig	1138	-0.3631	1.0749	0.5941	1092 mph	1.2721	-684	-1.1623	-114	-1126
3	84 kg	-0.158	motor sports	reptile, dog, rat	-544	1.0276	0.1212	0.5279	1110 mph	0.1848	1382	1.3401	1837	-1178
2	1271 kg	-0.9145	tennis	reptile	-688	1.3159	0.6806	-0.0527	782 mph	1.6994	-268	1.0844	1225	-1048
2	777 kg	1.4491	boxing	rat	314	1.3768	-0.0371	1.6341	500 mph	1.3109	1921	0.7584	-805	46
2	275 kg	0.0429	baseball	reptile	1161	-0.5632	1.1299	0.2546	-124 mph	0.3741	1952	0.424	496	-259
0	202 kg	1.904	volleyball	bird	1821	0.9796	0.1022	1.3924	721 mph	-0.588	1057	0.7994	1222	691
3	1466 kg	0.4038	motor sports	Ferret	887	0.807	-0.3197	-0.5519	1023 mph	-0.3178	2572	1.2788	868	457
3	492 kg	1.011	track & field	cat, chicken	-483	-0.5272	0.5198	-0.3221	682 mph	1.7229	1252	0.1863	650	1615
2	1456 kg	-0.4328	baseball	rat, reptile	1659	0.733	1.6598	0.9798	468 mph	0.8356	57	-0.3543	2375	2330
1	153 kg	0.5233	basketball	hamster	-442	0.4288	0.7571	-0.7375	215 mph	-0.3476	932	0.1063	1219	1548
